accepted_name
Trepadonia oppositifolia
Tridax cajamarcensis
Tridax peruviensis
Trixis churinensis
Trixis peruviana
Uleophytum scandens
Verbesina albissima
Verbesina ampliatifolia
Verbesina ancashensis
Verbesina andina
Verbesina auriculigera
Verbesina aypatensis
Verbesina brevilingua
Verbesina brunnea
Verbesina cabrerae
Verbesina cajamarcensis
Verbesina callacatensis
Verbesina capituliparva
Verbesina chachapoyensis
Verbesina citrina
Verbesina contumacensis
Verbesina crassicephala
Verbesina dilloniana
Verbesina fuscicaulis
Verbesina fastigiata
Verbesina hastifolia
Verbesina hexantha
Verbesina huancabambae
Verbesina huaranchaliana
Verbesina laevis
Verbesina leivae
Verbesina lopez-mirandae
Verbesina macbridei
Verbesina malacophylla
Verbesina monactioides
Verbesina ochroleucotricha
Verbesina otuzcensis
Verbesina paucicephala
Verbesina pauciramea
Verbesina pentalobifolia
Verbesina perlanata
Verbesina piurana
Verbesina plowmanii
Verbesina retifera
Verbesina sanchezii
Verbesina simplicicaulis
Verbesina subrotundifolia
Verbesina szyszylowiczii
Verbesina tovari
Verbesina weberbaueri
Vernonanthura sambrayana
Vernonia cutervensis
Vernonia fieldiana
Lepidaploa retrosetosa
Vernonia rimachii
Viguiera brittonii
Viguiera ellenbergii
Viguiera lepidostephana
Viguiera macbridei
Viguiera peruviana
Viguiera pusilla var. pusilla
Viguiera pusilla var. astephana
Viguiera simsioides
Viguiera szyszylowiczii
Viguiera truxillensis
Viguiera weberbaueri
Wedelia episcopalis
Wedelia forbesii
Wedelia hoffmanniana
Werneria carnulosa
Werneria cornea
Werneria obtusiloba
Werneria orbignyana var. breviradiata
Werneria plantaginifolia var. macrocephala
Werneria pygmophylla
Werneria weberbaueriana
Xenophyllum esquilachense
Xenophyllum staffordiae
Begonia anemoniflora
Begonia arrogans
Begonia bifurcata
Begonia brevicordata
Begonia falcifolia
Begonia gesnerioides
Begonia glauca
Begonia glaucoides
Begonia gracillima
Begonia herrerae
Begonia hirta var. cordifolia
Begonia juninensis
Begonia longimaculata
Begonia lucifuga
Begonia mayasiana
Begonia monadelpha
Begonia obtecticaulis
Begonia octopetala
Begonia peltigera
Begonia pilosella
Begonia polypetala
Begonia prionophylla
Begonia pseudoglauca
Begonia hirta
Begonia rubiginosipes
Begonia rubrotincta
Begonia soror
Begonia stenotepala
Begonia subciliata var. persicina
Begonia subspinulosa
Begonia thyrsoidea
Begonia tribracteata
Begonia tumbezensis
Begonia velata
Begonia viridiflora var. viridiflora
Begonia viridiflora var. parviflora
Begonia weberbaueri
Begonia wurdackii
Berberis armata
Berberis barbeyana
Berberis beauverdiana
Berberis buceronis
Berberis citernei
Berberis cliffortioides
Berberis dryandriphylla
Berberis flexuosa
Berberis hochreutineriana
Berberis humbertiana
Berberis monosperma
Berberis podophylla
Berberis tomentosa
Berberis weberbaueri
Cuspidaria weberbaueri
Delostoma dentatum
Eccremocarpus huainaccapac
Tecoma guarume
Burmannia stuebelii
Ceiba mythica
Eriotheca peruviana
Eriotheca vargasii
Matisia longitubulosa
Pseudobombax cajamarcanus
Quararibea bilobata
Quararibea velutina
Cordia cicatricosa
Cordia iguaguana
Cordia lippioides
Cordia munda
Cordia vargasii
Cordia varronifolia
Cryptantha limensis
Cryptantha varians
Hackelia andicola
Hackelia parviflora
Heliotropium adenogynum
Heliotropium erianthum
Euploca ferreyrae
Heliotropium lanceolatum
Heliotropium lippioides
Heliotropium lobbii
Heliotropium oxylobum
Heliotropium pilosum
Heliotropium piurense
Heliotropium polyanthellum
Heliotropium toratense
Lithospermum macbridei
Pectocarya anomala
Plagiobothrys macbridei
Tiquilia dichotoma
Tiquilia elongata
Tiquilia ferreyrae
Tiquilia hunteri
Tiquilia simulans
Tiquilia tacnensis
Tournefortia longifolia
Tournefortia ternifolia
Tournefortia vasquezii
Aschersoniodoxa pilosa
Catadysia rosulans
Dactylocardamum imbricatifolium
Dictyophragmus englerianus
Alyssum argenteum
Draba cuzcoensis
Draba matthioloides
Draba matthioloides
Draba ochropetala
Draba sagasteguii
Draba ochropetala
Draba wurdackii
Englerocharis pauciflora
Eremodraba schulzii
Eudema incurva
Lepidium cyclocarpum var. crassius
Lepidium kalenbornii
Lepidium pubescens
Machaerophorus matthioloides
Mathewsia peruviana
Mostacillastrum dianthoides
Polypsecadium effusum
Mostacillastrum ferreyrae
Dictyophragmus lactucoides
Polypsecadium llatasii
Mostacillastrum morrisonii
Mostacillastrum pectinifolium
Mostacillastrum weberbaueri
Weberbauera bracteata
Weberbauera dillonii
Weberbauera perforata
Weberbauera scabrifolia
Weberbauera smithii
Weberbauera violacea
Aechmea arenaria
Aechmea brachystachys
Aechmea confusa
Aechmea ferruginea
Aechmea paniculata
Aechmea vasquezii
Billbergia formosa
Billbergia incarnata
Billbergia tessmannii
Bromelia poeppigii
Bromelia tarapotina
Fosterella aletroides
Greigia leymebambana
Greigia macbrideana
Greigia raporum
Greigia vilcabambae
Guzmania bismarckii
Guzmania brevispatha
Guzmania cuzcoensis
Guzmania diazii
Guzmania lindenii
Guzmania lindenii
Guzmania marantoidea
Guzmania victoriae
Guzmania viridiflora
Guzmania xipholepis
Neoregelia eleutheropetala
Neoregelia wurdackii
Pepinia holstii
Pepinia minicorallina
Pepinia neglecta
