accepted_name,registro_dep
Myrsine sessiliflora,Amazonas
Myrsine sessiliflora,Cajamarca
Myrsine sessiliflora,Huánuco
Myrsine sessiliflora,San Martín
Myrsine weberbaueri,Huánuco
Myrsine youngii,San Martín
Stylogyne aguarunana,Amazonas
Acca lanuginosa,Apurímac
Acca lanuginosa,Huánuco
Acca lanuginosa,Huancavelica
Eugenia wurdackii,Amazonas
Calyptranthes crebra,Loreto
Calyptranthes crebra,Madre de Dios
Calyptranthes crebra,Pasco
Calyptranthes sessilis,Loreto
Calyptranthes sessilis,San Martín
Eugenia aerosa,Loreto
Eugenia barbata,Junín
Eugenia crucicalyx,San Martín
Eugenia curvipilosa,Cajamarca
Eugenia discors,San Martín
Eugenia hexovulata,Loreto
Eugenia longicuspis,Loreto
Eugenia malpighioides,Ayacucho
Eugenia malpighioides,Cajamarca
Eugenia malpighioides,Loreto
Eugenia micranthoides,Loreto
Eugenia polyadena,San Martín
Eugenia quebradensis,Cajamarca
Eugenia quebradensis,Lambayeque
Eugenia racemiflora,Huánuco
Eugenia scalariformis,Amazonas
Eugenia scalariformis,Loreto
Eugenia tenuimarginata,Amazonas
Eugenia tetrasticha,Loreto
Eugenia ulei,San Martín
Marlierea areolata,Loreto
Marlierea imperfecta,Loreto
Myrcia albobrunnea,Loreto
Myrcia ambivalens,Loreto
Myrcia atrorufa,Huánuco
Myrcia atrorufa,Puno
Myrcia concava,Loreto
Myrcia crassimarginata,Loreto
Myrcia directa,San Martín
Myrcia madida,Loreto
Myrcia pentagona,Loreto
Myrcia splendens var. chrysocoma,San Martín
Myrcianthes ferreyrae,Arequipa
Myrcianthes lanosa,Cajamarca
Myrcianthes oreophila,Apurímac
Myrcianthes oreophila,Cusco
Myrcianthes oreophila,Huancavelica
Myrcianthes quinqueloba,Áncash
Myrcianthes quinqueloba,Lima
Myrteola acerosa,Amazonas
Myrteola acerosa,Cajamarca
Plinia clausa,Loreto
Psidium fulvum,Amazonas
Psidium rostratum,Tumbes
Psidium rutidocarpum,Huánuco
Psidium rutidocarpum,Pasco
Boerhavia verbenaceae,La Libertad
Boerhavia verbenaceae,Piura
Boerhavia weberbaueri,Piura
Mirabilis campanulata,Áncash
Mirabilis campanulata,Lima
Mirabilis weberbaueri,Áncash
Neea williamsii,San Martín
Ouratea megaphylla,Huánuco
Ouratea wallnoeferiana,Huánuco
Perissocarpa ondox,Amazonas
Perissocarpa ondox,Huánuco
Aptandra caudata,Loreto
Chionanthus wurdackii,Amazonas
Schrebera americana,Cajamarca
Schrebera americana,Tumbes
Fuchsia abrupta,Amazonas
Fuchsia abrupta,Cajamarca
Fuchsia abrupta,Huánuco
Fuchsia abrupta,Junín
Fuchsia abrupta,La Libertad
Fuchsia abrupta,Pasco
Fuchsia austromontana,Cusco
Fuchsia ceracea,Huánuco
Fuchsia cestroides,Cajamarca
Fuchsia cestroides,Lambayeque
Fuchsia cestroides,Piura
Fuchsia chloroloba,Cusco
Fuchsia chloroloba,Puno
Fuchsia confertifolia,Amazonas
Fuchsia confertifolia,San Martín
Fuchsia coriacifolia,Pasco
Fuchsia ferreyrae,Huánuco
Fuchsia ferreyrae,Junín
Fuchsia ferreyrae,Pasco
Fuchsia fontinalis,Amazonas
Fuchsia huanucoensis,Huánuco
Fuchsia inflata,Cusco
Fuchsia inflata,Pasco
Fuchsia llewelynii,Amazonas
Fuchsia macropetala,Huánuco
Fuchsia macropetala,Ucayali
Fuchsia mathewsii,Amazonas
Fuchsia mathewsii,Cajamarca
Fuchsia mathewsii,La Libertad
Fuchsia ovalis,Huánuco
Fuchsia ovalis,Junín
Fuchsia ovalis,Pasco
Fuchsia pachyrrhiza,Áncash
Fuchsia pachyrrhiza,Cajamarca
Fuchsia pachyrrhiza,La Libertad
Fuchsia pilosa,Amazonas
Fuchsia pilosa,Pasco
Fuchsia pilosa,San Martín
Fuchsia rivularis,Amazonas
Fuchsia rivularis,Cajamarca
Fuchsia rivularis,San Martín
Fuchsia sanmartina,San Martín
Fuchsia simplicicaulis,Huánuco
Fuchsia simplicicaulis,Junín
Fuchsia simplicicaulis,Pasco
Fuchsia tincta,Cusco
Fuchsia vargasiana,Cusco
Fuchsia wurdackii,Amazonas
Oenothera featherstonei,Junín
Oenothera featherstonei,Lima
Acianthera carinata,Apurímac
Acianthera carinata,Cusco
Acianthera tokachii,Amazonas
Benzingia hajekii,Pasco
Benzingia jarae,Huánuco
Ada bennettiorum,Amazonas
Brassia davidii,Huánuco
Brassia davidii,Junín
Brassia davidii,Pasco
Brassia rolandoi,Pasco
Altensteinia elliptica,Apurímac
Altensteinia longispicata,Áncash
Altensteinia longispicata,Cusco
Altensteinia longispicata,Huánuco
Altensteinia longispicata,La Libertad
Anacheilium fuscum,Cajamarca
Anacheilium fuscum,Cusco
Stelis candida,Cusco
Stelis candida,Puno
Ancipitia furcifera,Huánuco
Ancipitia furcifera,Junín
Baskervilla machupicchuensis,Cusco
Batemannia wolteriana,Cusco
Brachionidium arethusa,San Martín
Brachionidium furfuraceum,Amazonas
Brachionidium gonzalesii,Pasco
Brachionidium machupicchuense,Cusco
Brachionidium quatuor,Pasco
Brachionidium yanachagaensis,Pasco
Brassia aurorae,Pasco
Brassia cauliformis,Cusco
Brassia filomenoi,San Martín
Brassia koehlerorum,Huánuco
Brassia koehlerorum,Junín
Brassia koehlerorum,Ucayali
Brassia pascoensis,Pasco
Brassia peruviana,Huánuco
Buchtienia rosea,Cusco
Buesiella suarezii,Huancavelica
Bulbophyllum incarum,Huánuco
Bulbophyllum incarum,Puno
Bulbophyllum machupicchuense,Cusco
Campylocentrum huebnerioides,Junín
Catasetum adremedium,Ucayali
Catasetum cotylicheilum,Huánuco
Catasetum fernandezii,Junín
Catasetum hillsii,Junín
Catasetum hillsii,Ucayali
Catasetum jarae,Huánuco
Catasetum lanxiforme,Loreto
Catasetum monzonensis,Huánuco
Catasetum moorei,Loreto
Catasetum multifissum,Loreto
Catasetum nanayanum,Huánuco
Catasetum nanayanum,Loreto
Catasetum peruvianum,San Martín
Catasetum pleidactylon,Loreto
Catasetum purusense,Ucayali
Catasetum pusillum,Loreto
Catasetum schunkei,Loreto
Catasetum schunkei,San Martín
Catasetum schweinfurthii,Huánuco
Catasetum tenuiglossum,Amazonas
Catasetum transversicallosum,Huánuco
Catasetum trautmannii,Sin_datos
Cattleya mooreana,San Martín
Chaubardiella delcastilloi,Cusco
Chaubardiella serrulatum,Cusco
Chloraea densipapillosa,Apurímac
Chloraea densipapillosa,Cusco
Chloraea multilineolata,Apurímac
Chloraea multilineolata,Cajamarca
Chloraea multilineolata,Cusco
Chloraea multilineolata,La Libertad
Chloraea pavonii,Cajamarca
Chloraea pavonii,Lima
Chloraea pavonii,La Libertad
Chloraea septentrionalis,Cajamarca
Chloraea septentrionalis,La Libertad
Chloraea septentrionalis,Lima
Chondrorhyncha aurantiaca,Sin_datos
Chondroscaphe plicata,Junín
Chondroscaphe plicata,Piura
Cischweinfia parva,Huánuco
Cleistes vargasii,Cusco
Cleistes vargasii,Puno
Cochlioda densiflora,Sin_datos
Cochlioda chasei,Amazonas
Cochlioda densiflora,Amazonas
Cochlioda densiflora,Amazonas
Coryanthes alborosea,Loreto
Coryanthes bicalcarata,Loreto
Coryanthes bicalcarata,San Martín
Coryanthes macrocorys,Amazonas
Coryanthes macrocorys,San Martín
Coryanthes seegeri,San Martín
Coryanthes trifoliata,Loreto
Coryanthes verrucolineata,Loreto
Cranichis calva,Amazonas
Cranichis calva,Cajamarca
Cranichis calva,Cusco
Cranichis calva,Huancavelica
Cranichis calva,Piura
Cranichis foliosa,Huánuco
Stelis retusiloba,Cusco
Stelis virgata,Cajamarca
Cyclopogon glabrescens,Junín
Cycnoches bennettii,Amazonas
Cycnoches christensonii,Huánuco
Cycnoches cooperi,San Martín
Cycnoches cooperi,Ayacucho
Cycnoches cooperi var. villenae,San Martín
Cycnoches farnsworthianum,Ucayali
Cycnoches jarae,Huánuco
Cycnoches quatuorcristis,Junín
Cycnoches schmidtianum,Sin_datos
Maxillaria stumpflei,Cusco
Maxillaria stumpflei,Junín
Cyrtochilum cinereobrunneum,Junín
Cyrtochilum confusum,Cajamarca
Cyrtochilum cordatum,Huánuco
Cyrtochilum cordatum,Junín
Cyrtochilum cordatum,Pasco
Cyrtochilum davisii,Sin_datos
Cyrtochilum hastatum,Huánuco
Cyrtochilum incarum,Junín
Cyrtochilum incarum,Pasco
Cyrtochilum ligulatum,Amazonas
Cyrtochilum ligulatum,Cusco
Cyrtochilum ligulatum,Huánuco
Cyrtochilum ligulatum,Junín
Cyrtochilum mezae,Amazonas
Cyrtochilum minax,Cusco
Cyrtochilum minax,Junín
Cyrtochilum miradorense,Huánuco
Cyrtochilum ornatum,Junín
Cyrtochilum patens,Sin_datos
Cyrtochilum plurituberculatum,Amazonas
Cyrtochilum pusillum,Cusco
Cyrtochilum schildhaueri,Amazonas
Cyrtochilum stegasaurum,Huánuco
Cyrtochilum villenaorum,San Martín
Cyrtochilum volubile,Cusco
Cyrtochilum volubile,Huánuco
Cyrtochilum volubile,San Martín
Dichaea alcantarae,Pasco
Dichaea calyculata,Amazonas
Dichaea delcastilloi,Junín
Dichaea humilis,San Martín
Dichaea hutchisonii,Amazonas
Dichaea longipedunculata,Cusco
Dichaea peruviensis,Junín
Dimerandra tarapotana,San Martín
Dracula barrowii,Sin_datos
Dracula deniseana,Huánuco
Dracula janetiae,Huánuco
Dracula leonum,Sin_datos
Dressleria bennettii,Junín
Elleanthus caveroi,Amazonas
Elleanthus hirsutis,Amazonas
Elleanthus koehleri,Cajamarca
Elleanthus koehleri,Junín
Elleanthus laxifoliatus,Cajamarca
Elleanthus porphyrocephalus,Piura
Elleanthus wallnoeferi,Huánuco
Elongatia sijmii,Huánuco
Eloyella bifida,Amazonas
Encyclia pilosa,Loreto
Encyclia sclerocladia,Sin_datos
Encyclia trautmannii,Sin_datos
Epidendrum adenoglossum,Junín
Epidendrum albifloroides,Huánuco
Epidendrum amaruense,Huancavelica
Epidendrum amaruense,Pasco
Epidendrum ampliracemum,Cusco
Epidendrum ampliracemum,Huánuco
Epidendrum apaganoides,Pasco
Epidendrum appendiculatum,Junín
Epidendrum ardens,Cusco
Epidendrum azulensis,Huánuco
Epidendrum bambusiforme,Cusco
Epidendrum bambusiforme,Junín
Epidendrum bicirrhatum,Amazonas
Epidendrum bicirrhatum,Huánuco
Epidendrum bidens,Huánuco
Epidendrum brevicaule,Junín
Epidendrum burtonii,Junín
Epidendrum capitellatum,Amazonas
Epidendrum capitellatum,Cajamarca
Epidendrum capitellatum,Cusco
Epidendrum capitellatum,Huánuco
Epidendrum caveroi,Amazonas
Epidendrum chanchamayodifforme,Junín
Epidendrum chrysomyristicum,Ayacucho
Epidendrum chrysomyristicum,Cusco
Epidendrum compressibulbum,Huánuco
Epidendrum crassum,Puno
Epidendrum croceum,Junín
Epidendrum delcastilloi,Pasco
Epidendrum dialychilum,Amazonas
Epidendrum emarginatum,Junín
Epidendrum exaltatum,Apurímac
Epidendrum exaltatum,Cusco
Epidendrum excelsum,Áncash
Epidendrum excelsum,La Libertad
Epidendrum forcipatum,Sin_datos
Epidendrum frechetteanum,Huancavelica
Epidendrum fruticulum,Cusco
Epidendrum fruticulum,Junín
Epidendrum fujimorianum,Huánuco
Epidendrum gastrochilum,Cajamarca
Epidendrum gastrochilum,Cusco
Epidendrum glossoceras,Sin_datos
Epidendrum gratiosum,Amazonas
Epidendrum gratiosum,Cajamarca
Epidendrum haematanthum,Puno
Epidendrum haenkeanum,Cusco
Epidendrum haenkeanum,Huánuco
Epidendrum haenkeanum,Junín
Epidendrum haenkeanum,Pasco
Epidendrum harmsianum,Amazonas
Epidendrum harmsianum,Cusco
Epidendrum harmsianum,Piura
Epidendrum hutchisonii,Amazonas
Epidendrum inamoenum,Áncash
Epidendrum inamoenum,Apurímac
Epidendrum inamoenum,Junín
Epidendrum inamoenum,Puno
Epidendrum jarae,Huánuco
Epidendrum kanehirae,Huánuco
Epidendrum laxicaule,Junín
Epidendrum leimebambense,Amazonas
Epidendrum leonii,Pasco
Epidendrum liguliferum,Huánuco
Epidendrum llactapataensis,Huancavelica
Epidendrum longirepens,Loreto
Epidendrum macrocyphum,Cajamarca
Epidendrum macrocyphum,Huánuco
Epidendrum macrogastrium,Cajamarca
Epidendrum melanoporphyreum,Huánuco
Epidendrum melanoporphyreum,Pasco
Epidendrum micro-cattleya,Huancavelica
Epidendrum micro-cattleya,Junín
Epidendrum micro-cattleya,Pasco
Epidendrum microcattleyioides,Huancavelica
Epidendrum minutidentatum,Cusco
Epidendrum modestum,Amazonas
Epidendrum monzonense,Cusco
Epidendrum monzonense,Huánuco
Epidendrum pachacutequianum,Cusco
Epidendrum panchrysum,Sin_datos
Epidendrum panicoides,Amazonas
Epidendrum panicoides,Cajamarca
Epidendrum peruvianum,Junín
Epidendrum philippii,Apurímac
Epidendrum philippii,Cusco
Epidendrum physopus,Amazonas
Epidendrum physopus,Cusco
Epidendrum physopus,Junín
Epidendrum scutella,Amazonas
Epidendrum scutella,Cajamarca
Epidendrum scutella,Cusco
Epidendrum scutella,Huánuco
Epidendrum platyphylloserpens,Amazonas
Epidendrum cochabambanum,San Martín
Epidendrum pseudapaganum,Amazonas
Epidendrum pseudapaganum,Cajamarca
Epidendrum pseudoalbiflorum,Amazonas
Epidendrum pseudoanceps,Huánuco
Epidendrum pubiflorum,Junín
Epidendrum pubiflorum,Pasco
Epidendrum quispei,Cusco
Epidendrum rauhii,Cajamarca
Epidendrum rondosianum,Apurímac
Epidendrum ruizlarreanum,Cusco
Epidendrum sagasteguii,Piura
Epidendrum sanderi,Sin_datos
Epidendrum sarcostalix,Sin_datos
Epidendrum schizoclinandrium,Huánuco
Epidendrum schizoclinandrium,Pasco
Epidendrum schunkei,Tumbes
Epidendrum semiteretifolium,Pasco
Epidendrum septumspinae,Junín
Epidendrum siphonosepaloides,Pasco
Epidendrum stenocalymmum,Cajamarca
Epidendrum strictiforme,Cusco
Epidendrum strictiforme,Huánuco
Epidendrum subreniforme,Cusco
Epidendrum subreniforme,Huánuco
Epidendrum tenuispathum,Huancavelica
Epidendrum tessmannii,Junín
Epidendrum tessmannii,Loreto
Epidendrum tessmannii,Pasco
Epidendrum teuscherianum,Junín
Epidendrum tingo-mariae,Huánuco
Epidendrum tricrure,Sin_datos
Epidendrum triflorum,Junín
Epidendrum uncinatum,Huánuco
Epidendrum unifoliatum,Cajamarca
Epidendrum unifoliatum,San Martín
Epidendrum urubambae,Cusco
Epidendrum utcuyacuense,Junín
Epidendrum vargasii,Puno
Epidendrum vidal-senegei,Sin_datos
Epidendrum viride,Pasco
Epidendrum volubile,Junín
Epidendrum weberbauerianum,Huánuco
Epidendrum woytkowskianum,Huánuco
Epidendrum ypsilum,Amazonas
Epistephium amabile,Ayacucho
Epistephium amabile,Junín
Epistephium amabile,San Martín
Erythrodes lobatocalcar,Ayacucho
Erythrodes lobatocalcar,Cusco
Erythrodes lobatocalcar,San Martín
Erythrodes peruviana,Junín
Aspidogyne foliosa,Junín
Eurystyles christensonii,Piura
Fernandezia nigro-signata,Cajamarca
Galeandra biloba,Junín
Galeandra pilosocolumna,Junín
Galeottia peruviana,Junín
Gomphichis koehleri var. minor,Áncash
Gomphichis koehleri var. minor,Cusco
Gongora erecta,Pasco
Gongora sanderiana,Junín
Gongora sanderiana,San Martín
Govenia barbata,San Martín
Habenaria parvicalcarata,Cusco
Habenaria rupestris,Huánuco
Habenaria rupestris,Junín
Habenaria uncatiloba,Cusco
Huntleya vargasii,Junín
Huntleya vargasii,Pasco
Huntleya vargasii,Puno
Ida ariasii,Sin_datos
Ida diastasia,Huánuco
Ida diastasia,San Martín
Lycaste dyeriana,Huánuco
Lycaste dyeriana,Junín
Ida hajekii,Pasco
Ida lacheliniae,Amazonas
Ida maxibractea,Cusco
Ida nana,Sin_datos
Ida reichenbachii,Amazonas
Ida reichenbachii,Cajamarca
Ida reichenbachii,Huánuco
Ida reichenbachii,Junín
Ida reichenbachii,Pasco
Kefersteinia aurorae,Junín
Kefersteinia bengasahra,Pasco
Kefersteinia benvenathar,Pasco
Kefersteinia bertoldii,Amazonas
Kefersteinia bertoldii,Huánuco
Kefersteinia bertoldii,Junín
Kefersteinia bismarckii,Cajamarca
Kefersteinia candida,Junín
Kefersteinia candida,Pasco
Kefersteinia delcastilloi,Junín
Kefersteinia escalerensis,Pasco
Kefersteinia escalerensis,San Martín
Kefersteinia jarae,Huánuco
Kefersteinia koechliniorum,Cusco
Kefersteinia licethyae,Pasco
Kefersteinia pastorellii,Junín
Kefersteinia pusilla,Junín
Kefersteinia salustianae,Junín
Kefersteinia villenae,San Martín
Kefersteinia villosa,Junín
Koellensteinia graminoides,Loreto
Koellensteinia graminoides,San Martín
Kraenzlinella gigantea,Sin_datos
Aspidogyne rotundifolia,Amazonas
Kreodanthus simplex,Cusco
Lepanthes adrianae,Huánuco
Lepanthes amabilis,Amazonas
Lepanthes applanata,Huánuco
Lepanthes arbaceae,Pasco
Lepanthes aurorae,Huánuco
Lepanthes bivalvis,Huánuco
Lepanthes bustyla,Sin_datos
Lepanthes capistrata,Huánuco
Lepanthes caveroi,Amazonas
Lepanthes cloesii,Huánuco
Lepanthes cordeliae,Sin_datos
Lepanthes dactylina,Sin_datos
Lepanthes echinata,Huánuco
Lepanthes erucifera,Huánuco
Lepanthes glossites,Amazonas
Lepanthes hamiltonii,San Martín
Lepanthes juninensis,Junín
Lepanthes katleri,Amazonas
Lepanthes leonii,Piura
Lepanthes mairae,Amazonas
Lepanthes martineae,Huánuco
Lepanthes oxapampaensis,Pasco
Lepanthes pastorellii,Huánuco
Lepanthes pedunculata,Huánuco
Lepanthes pholeter,Amazonas
Lepanthes pubicaulis,Cusco
Lepanthes pumila,Ayacucho
Lepanthes pumila,Huánuco
Lepanthes revoluta,Huánuco
Lepanthes sijmii,Huánuco
Lepanthes terborchii,Pasco
Lepanthes tricuspidata,Huánuco
Lepanthes vulpina,Huánuco
Erythrodes stigmatoptera,Amazonas
Lindleyalis fustifera,San Martín
Lockhartia bennettii,Amazonas
Lockhartia lepticaula,Huánuco
Lockhartia schunkei,Tumbes
Lockhartia tuberculata,Junín
x Lycida mathiasiae,Huánuco
Macradenia tridentata,Loreto
Macradenia tridentata,Madre de Dios
Macroclinium aduncum,Loreto
Macroclinium aurorae,Junín
Macroclinium aurorae,Pasco
Macroclinium biflorum,Huánuco
Macroclinium biflorum,Loreto
Macroclinium biflorum,San Martín
Macroclinium christensonii,Junín
Macroclinium coffeicola,Junín
Macroclinium villenaorum,San Martín
Malaxis termensis var. elata,Amazonas
Malaxis termensis var. elata,Cusco
Masdevallia amabilis,Amazonas
Masdevallia amabilis,Áncash
Masdevallia amabilis,Apurímac
Masdevallia amabilis,Cajamarca
Masdevallia amabilis,Huancavelica
Masdevallia amabilis,Lambayeque
Masdevallia amabilis,La Libertad
Masdevallia amabilis,Pasco
Masdevallia amplexa,Huánuco
Masdevallia anomala,Huánuco
Masdevallia antonii,Pasco
Masdevallia asterotricha,Amazonas
Masdevallia asterotricha,San Martín
Masdevallia atahualpa,Amazonas
Masdevallia audax,Amazonas
Masdevallia aurorae,Pasco
Masdevallia barlaeana,Apurímac
Masdevallia barlaeana,Cusco
Masdevallia bennettii,Pasco
Masdevallia bryophila,Amazonas
Masdevallia calosiphon,Huánuco
Masdevallia cardiantha,Amazonas
Masdevallia carpishica,Huánuco
Masdevallia castor,Amazonas
Masdevallia catapheres,Amazonas
Masdevallia cinnamomea,Amazonas
Masdevallia cleistogama,Amazonas
Masdevallia cloesii,Amazonas
Masdevallia collantesii,Cajamarca
Masdevallia concinna,Huánuco
Masdevallia concinna,San Martín
Masdevallia cordeliana,San Martín
Masdevallia cosmia,Sin_datos
Masdevallia cranion,Amazonas
Masdevallia cyclotega,Junín
Masdevallia davisii,Cusco
Masdevallia dudleyi,Ayacucho
Masdevallia echo,Cajamarca
Masdevallia echo,Huánuco
Masdevallia echo,Junín
Masdevallia elegans,Cajamarca
Masdevallia elegans,Piura
Masdevallia ephelota,Amazonas
Masdevallia eumeces,Sin_datos
Masdevallia eumeliae,Junín
Masdevallia formosa,Amazonas
Masdevallia fuchsii,Huánuco
Masdevallia harlequina,Huánuco
Masdevallia hymenantha,Amazonas
Masdevallia hymenantha,Cajamarca
Masdevallia icterina,Amazonas
Masdevallia idae,Ayacucho
Masdevallia immensa,Huánuco
Masdevallia ionocharis,Puno
Masdevallia jarae,Huánuco
Masdevallia jarae,Junín
Masdevallia juan-albertoi,Ayacucho
Masdevallia karineae,Cusco
Masdevallia kuhniorum,Huánuco
Masdevallia leonii,Puno
Masdevallia lilianae,Amazonas
Masdevallia lineolata,Cusco
Masdevallia lucernula,Amazonas
Masdevallia lucernula,San Martín
Masdevallia lychniphora,Amazonas
Masdevallia manningii,Huánuco
Masdevallia manoloi,Huánuco
Masdevallia marizae,Cusco
Masdevallia melanopus,Piura
Masdevallia mezae,Amazonas
Masdevallia mezae,Huánuco
Masdevallia microptera,Amazonas
Masdevallia monogona,Amazonas
Masdevallia oxapampaensis,Pasco
Masdevallia pandurilabia,Huánuco
Masdevallia pernix,Amazonas
Masdevallia phasmatodes,Amazonas
Masdevallia phlogina,Amazonas
Masdevallia phoenix,Huánuco
Masdevallia picea,Amazonas
Masdevallia plynophora,Amazonas
Masdevallia popowiana,Amazonas
Masdevallia princeps,San Martín
Masdevallia prodigiosa,Amazonas
Masdevallia prolixa,Huánuco
Masdevallia prosartema,Amazonas
Masdevallia pyknosepala,Huánuco
Masdevallia pyxis,Huánuco
Masdevallia recurvata,Sin_datos
Masdevallia regina,San Martín
Masdevallia replicata,Amazonas
Masdevallia rhodehameliana,Pasco
Masdevallia richardsoniana,Junín
Masdevallia rigens,Cajamarca
Masdevallia rimarima-alba,Junín
Masdevallia rodolfoi,Huánuco
Masdevallia rodolfoi,Junín
Masdevallia rolandorum,San Martín
Masdevallia schizostigma,Amazonas
Masdevallia schoonenii,Amazonas
Masdevallia scitula,Junín
Masdevallia selenites,Junín
Masdevallia semiteres,Cajamarca
Masdevallia semiteres,La Libertad
Masdevallia spilantha,Amazonas
Masdevallia stumpflei,Huancavelica
Masdevallia sulphurella,Amazonas
Masdevallia terborchii,Ayacucho
Masdevallia titan,San Martín
Masdevallia tricallosa,Amazonas
Masdevallia uniflora,Junín
Masdevallia veitchiana,Cusco
Masdevallia vexillifera,San Martín
Masdevallia vomeris,Sin_datos
Masdevallia welischii,Apurímac
Masdevallia welischii,Cusco
Masdevallia wurdackii,Amazonas
Masdevallia zebracea,Sin_datos
Masdevalliantha longiserpens,Ayacucho
Maxillaria angustibulbosa,Cusco
Maxillaria argyrophylla,Huánuco
Maxillaria aurorae,Amazonas
Maxillaria aurorae,Huánuco
Maxillaria azulensis,Huánuco
Maxillaria batemanii,Huánuco
Maxillaria batemanii,Junín
Maxillaria batemanii,Pasco
Maxillaria bennettii,Huánuco
Maxillaria bicolor,Junín
Maxillaria bocazensis,Pasco
Maxillaria brachypetala,Cusco
Maxillaria brachypetala,Junín
Maxillaria burtonii,Pasco
Maxillaria caveroi,Amazonas
Maxillaria christensonii,Pasco
Maxillaria cornuta,Junín
Maxillaria cornuta,Puno
Maxillaria crocea,Huánuco
Maxillaria cuneiformis,Junín
Maxillaria cuzcoensis,Amazonas
